area;ciudad;conglomerado;vivienda;hogar;persona;s1p3;s2p1;s2p2a;s2p2b;s2p3;s2p41;s2p42;s2p43;s2p44;s2p45;s2p5;s2p6;s2p7a;s2p7b;s2p8;s2p9;s2p10a;s2p10b;s6p1a;s6p1b;s6p2;s6p3;s6p4;s6p4a;s6p4b;s6p4c;s6p4d;s7p1a;s7p1b;s7p1a1;s7p1b1;s7p1b2;s7p1b3;s7p1b4;s7p1b5;s7p1b6;s7p2;s7p211;s7p212;s7p213;s7p214;s7p3;s7p4;s7p5;s7p6;s7p71;s7p72;s7p73;s7p74;s7p75;s7p76;s7p77;s7p78;s7p79;upm;estrato;fexp;id_hogar;id_per
2;50150; 50150908701;13;1;1;52;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050150908701;0521;629,635844367009;050150908701131;05015090870113101
2;50150; 50150908701;13;1;2;31;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;1;0;0;2;0;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050150908701;0521;652,539316314436;050150908701131;05015090870113102
2;50150; 50150908701;13;1;3;28;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050150908701;0521;652,539316314436;050150908701131;05015090870113103
2;50150; 50150908701;13;1;4;20;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;2;11;1;10;1;2;3;2; ; ; ; ; ; ; ; ; ;050150908701;0521;629,635844367009;050150908701131;05015090870113104
2;50152; 50152901001;3;1;1;65;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050152901001;0522;338,653829782756;050152901001031;05015290100103101
2;50152; 50152901001;3;1;2;65;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050152901001;0522;326,767421873841;050152901001031;05015290100103102
2;50152; 50152901001;3;1;3;25;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;1;2;0;0;0;1;1;1;1;1;1;1;2;1;1;2;5;7;13;1;2;1;2; ; ; ; ; ; ; ; ; ;050152901001;0522;326,767421873841;050152901001031;05015290100103103
2;50152; 50152901001;3;1;4;28;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;2;7;10;13;1;1;2;2; ; ; ; ; ; ; ; ; ;050152901001;0522;338,653829782756;050152901001031;05015290100103104
2;50152; 50152901001;5;1;1;84;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050152901001;0522;338,653829782756;050152901001051;05015290100105101
2;50152; 50152901001;5;1;2;77;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050152901001;0522;326,767421873841;050152901001051;05015290100105102
2;50152; 50152901001;9;1;1;89;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050152901001;0522;338,653829782756;050152901001091;05015290100109101
2;50152; 50152901001;11;1;1;73;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050152901001;0522;338,653829782756;050152901001111;05015290100111101
2;50152; 50152901001;13;1;1;72;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;10;13;13;1;2;1;2; ; ; ; ; ; ; ; ; ;050152901001;0522;338,653829782756;050152901001131;05015290100113101
2;50152; 50152901001;13;1;2;73;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050152901001;0522;326,767421873841;050152901001131;05015290100113102
2;50152; 50152901001;13;1;3;17;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;1;1;1;1;2;2;1;1;2;7;13;13;1;2;3;1;1;1;1;1;2;2;1;1;2;050152901001;0522;338,653829782756;050152901001131;05015290100113103
2;50152; 50152901001;15;1;1;47;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;2;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;2;5;7;9;1;1;1;2; ; ; ; ; ; ; ; ; ;050152901001;0522;338,653829782756;050152901001151;05015290100115101
2;50152; 50152901001;15;1;2;49;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;2;5;7;13;1;1;2;2; ; ; ; ; ; ; ; ; ;050152901001;0522;326,767421873841;050152901001151;05015290100115102
2;50152; 50152901001;15;1;3;26;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;6;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;5;7;1;1;1;1;1;1;2;2;1;1;2;2;2;050152901001;0522;326,767421873841;050152901001151;05015290100115103
2;50152; 50152901001;15;1;4;22;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;3;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;7;13;1;1;3;1;1;1;1;2;2;1;2;2;2;050152901001;0522;326,767421873841;050152901001151;05015290100115104
2;50152; 50152901001;15;1;5;19;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;6;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;1;2;5;7;1;1;4;1;1;1;2;1;1;1;2;2;2;050152901001;0522;326,767421873841;050152901001151;05015290100115105
2;50152; 50152901001;15;1;6;11;1;4;8;1;1;1;1;1;1;1;1;2; ;1;2;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;1;2;7;8;1;1;3;1; ; ; ; ; ; ; ; ; ;050152901001;0522;472,122198873155;050152901001151;05015290100115106
2;50152; 50152901001;15;1;7;24;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3;6;1;0;0;3;0;1;1;1;1;1;1;1;1;1;1;1;2;7;8;1;1;4;1;1;1;1;2;2;1;2;2;2;050152901001;0522;338,653829782756;050152901001151;05015290100115107
2;50153; 50153901601;3;1;1;43;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;7;13;2;1;2;1;1;1;1;1;1;2;2;1;2;050153901601;0522;266,622697733725;050153901601031;05015390160103101
2;50153; 50153901601;3;1;2;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;2;1;1;1;1;2;5;7;1;1;2;1;1;1;2;2;2;2;1;1;2;050153901601;0522;257,264509919722;050153901601031;05015390160103102
2;50153; 50153901601;3;1;3;20;1;8;2; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2; ;3;7;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;5;7;1;1;3;1;1;1;1;1;1;1;1;2;2;050153901601;0522;266,622697733725;050153901601031;05015390160103103
2;50153; 50153901601;3;1;4;18;1;6;3;1;1;1;1;1;1;1;1;2; ; ; ; ; ;2; ;3;7;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;5;8;1;1;2;1;1;1;1;1;1;2;1;1;2;050153901601;0522;266,622697733725;050153901601031;05015390160103104
2;50153; 50153901601;3;1;5;9;1;4;5;1;1;1;1;1;2;1;1;2; ;1;2;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;1;2;5;7;1;1;1;1; ; ; ; ; ; ; ; ; ;050153901601;0522;371,70255657315;050153901601031;05015390160103105
2;50153; 50153901601;5;1;1;43;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;0;0;2;0;1;1;1;1;2;1;2;2;2;1;2;9;13;13;1;1;4;1;1;2;1;2;2;2;2;1;2;050153901601;0522;266,622697733725;050153901601051;05015390160105101
2;50153; 50153901601;5;1;2;47;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050153901601;0522;257,264509919722;050153901601051;05015390160105102
2;50153; 50153901601;5;1;3;21;1;7;2; ; ; ; ; ; ;1;1;1;20; ; ; ; ;2; ;3;2;1;2;0;0;0;2; ; ; ; ; ; ; ; ;1;5;2;9;13;1;1;5;1;1;1;1;1;2;1;1;1;2;050153901601;0522;257,264509919722;050153901601051;05015390160105103
2;50153; 50153901601;5;1;4;19;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;0;0;2;0;2; ; ; ; ; ; ; ; ;1;2;3;13;13;1;1;3;1;1;1;2;1;1;2;1;1;2;050153901601;0522;266,622697733725;050153901601051;05015390160105104
2;50153; 50153901601;5;1;5;17;1;6;2;1;1;1;1;1;1;1;1;2; ; ; ; ; ;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;4;1;1;2;1;2;2;2;2;2;2;050153901601;0522;257,264509919722;050153901601051;05015390160105105
2;50153; 50153901601;5;1;6;13;1;4;9;1;1;1;1;1;1;1;1;2; ;1;2;1;1;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;7;13;13;1;1;4;1; ; ; ; ; ; ; ; ; ;050153901601;0522;371,70255657315;050153901601051;05015390160105106
2;50153; 50153901601;7;1;1;65;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050153901601;0522;266,622697733725;050153901601071;05015390160107101
2;50153; 50153901601;7;1;2;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050153901601;0522;257,264509919722;050153901601071;05015390160107102
2;50153; 50153901601;9;1;1;80;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050153901601;0522;266,622697733725;050153901601091;05015390160109101
2;50153; 50153901601;9;1;2;89;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050153901601;0522;257,264509919722;050153901601091;05015390160109102
2;50153; 50153901601;13;1;1;39;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;2;3;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;2;5;13;13;2;1;2;1;1;1;1;1;1;1;1;1;2;050153901601;0522;257,264509919722;050153901601131;05015390160113101
2;50153; 50153901601;13;1;2;5;1;4;1;1;1;1;1;2;2;3;3;2; ;2;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;7;13;13;13;2;1;1;2; ; ; ; ; ; ; ; ; ;050153901601;0522;398,425885015168;050153901601131;05015390160113102
2;50156; 50156900503;1;1;1;34;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;5;7;2; ; ; ; ;1;1;2; ; ; ; ; ; ;1;2;10;1;13;5;4;0;1;1;2;2;2;2;2;2;2;2;050156900503;0522;438,637341432903;050156900503011;05015690050301101
2;50156; 50156900503;1;1;2;93;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;3;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050156900503;0522;423,241613093736;050156900503011;05015690050301102
2;50156; 50156900503;3;1;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1;1;5;0;2;0;1;1;1;1;1;1;1;2;1;1;2;5;8;1;1;1;3;2; ; ; ; ; ; ; ; ; ;050156900503;0522;438,637341432903;050156900503031;05015690050303101
2;50156; 50156900503;3;1;2;51;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;5;2;11;1;1;1;2;2; ; ; ; ; ; ; ; ; ;050156900503;0522;423,241613093736;050156900503031;05015690050303102
2;50156; 50156900503;3;1;3;12;1;4;8;1;1;1;1;1;1;3;1;1;75;2;2;2; ;1;1;1;3;1;5;0;0;0;1;1;1;1;1;1;1;1;1;1;5;2;7;1;1;1;10;1; ; ; ; ; ; ; ; ; ;050156900503;0522;611,510657588086;050156900503031;05015690050303103
2;50156; 50156900503;3;1;4;9;1;4;5;1;1;1;1;2;2;1;1;2; ;1;2;1;3; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;1;2;7;1;1;3;1; ; ; ; ; ; ; ; ; ;050156900503;0522;655,474843089469;050156900503031;05015690050303104
2;50156; 50156900503;5;1;1;39;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050156900503;0522;438,637341432903;050156900503051;05015690050305101
2;50156; 50156900503;5;1;2;49;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;2;2; ; ; ; ;1;1;1;2;88;88;1;2;88;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050156900503;0522;423,241613093736;050156900503051;05015690050305102
2;50156; 50156900503;5;1;3;22;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;7;8;2;13;1;1;10;1;1;1;2;2;2;2;2;2;2;050156900503;0522;423,241613093736;050156900503051;05015690050305103
2;50156; 50156900503;5;1;4;19;1;6;3;1;1;1;1;1;2;1;1;2; ; ; ; ; ;1;1;3;3;1;10;0;0;0;1;1;1;1;1;1;1;1;1;1;5;2;1;8;1;1;3;1;1;1;1;1;1;1;1;2;2;050156900503;0522;423,241613093736;050156900503051;05015690050305104
2;50156; 50156900503;7;1;1;81;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050156900503;0522;423,241613093736;050156900503071;05015690050307101
2;50156; 50156900503;9;1;1;53;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;2;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050156900503;0522;423,241613093736;050156900503091;05015690050309101
2;50156; 50156900503;9;1;2;23;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2; ; ; ; ;1;1;1;1;1;1;2;2;1;1;5;1;2;13;1;1;2;1;2;1;2;1;2;2;2;2;2;050156900503;0522;423,241613093736;050156900503091;05015690050309102
2;50156; 50156900503;9;1;3;26;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;1;1;1;1;1;1;2;1;10;1;2;13;2;2;1;1;1;1;2;1;2;2;2;2;2;050156900503;0522;438,637341432903;050156900503091;05015690050309103
2;50156; 50156900503;9;1;5;76;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050156900503;0522;423,241613093736;050156900503091;05015690050309105
2;50156; 50156900503;11;1;1;56;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050156900503;0522;423,241613093736;050156900503111;05015690050311101
2;50156; 50156900503;11;1;2;20;1;8;4; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2; ;5;7;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;5;7;1;1;5;1;1;1;1;1;1;1;1;1;2;050156900503;0522;423,241613093736;050156900503111;05015690050311102
2;50156; 50156900503;11;1;3;88;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050156900503;0522;438,637341432903;050156900503111;05015690050311103
2;50159; 50159902202;1;1;1;73;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050159902202;0521;408,449114557047;050159902202011;05015990220201101
2;50159; 50159902202;5;1;1;37;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050159902202;0521;423,306754764321;050159902202051;05015990220205101
2;50159; 50159902202;5;1;2;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050159902202;0521;408,449114557047;050159902202051;05015990220205102
2;50159; 50159902202;5;1;3;18;1;4;10;1;2;2;1;2;1;1;1;2; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;5;13;1;1;3;1;1;1;1;1;2;1;1;1;2;050159902202;0521;408,449114557047;050159902202051;05015990220205103
2;50159; 50159902202;5;1;4;10;1;4;5;1;1;1;1;2;2;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;1;1;1;5;7;13;13;1;1;3;1; ; ; ; ; ; ; ; ; ;050159902202;0521;632,565681142081;050159902202051;05015990220205104
2;50159; 50159902202;7;1;1;65;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050159902202;0521;408,449114557047;050159902202071;05015990220207101
2;50159; 50159902202;11;1;1;50;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050159902202;0521;408,449114557047;050159902202111;05015990220211101
2;50159; 50159902202;11;1;2;15;1;6;1;1;1;1;1;2;2;1;1;2; ; ; ; ; ;2; ;5;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;5;9;2;13;5;1;5;1;1;1;1;1;1;2;1;1;2;050159902202;0521;408,449114557047;050159902202111;05015990220211102
2;50159; 50159902202;11;1;3;11;1;4;7;1;1;1;1;2;2;1;1;2; ;1;2;1;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;5;1;3;1; ; ; ; ; ; ; ; ; ;050159902202;0521;590,138065130977;050159902202111;05015990220211103
2;50159; 50159902202;13;1;1;35;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;5;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;050159902202;0521;408,449114557047;050159902202131;05015990220213101
2;50159; 50159902202;13;1;2;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;1;1;5;0;0;0;1;1;1;1;1;1;1;1;1;1;10;2;7;13;1;1;4;1;1;1;1;2;2;2;2;2;2;050159902202;0521;423,306754764321;050159902202131;05015990220213102
2;50159; 50159902202;13;1;3;15;1;6;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ;1;1;2;1;1;5;0;2;0;1;1;1;1;1;1;1;1;1;1;5;7;1;13;1;1;5;1;1;1;1;1;1;1;2;2;2;050159902202;0521;423,306754764321;050159902202131;05015990220213103
2;50159; 50159902202;14;1;1;24;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;5;2;1;7;4;2;2;1;1;1;1;2;2;2;2;2;99;050159902202;0521;408,449114557047;050159902202141;05015990220214101
2;50159; 50159902202;14;1;2;5;1;4;1;1;2;2;1;2;2;1;1;2; ;1;1;1;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050159902202;0521;590,138065130977;050159902202141;05015990220214102
2;50159; 50159903201;1;1;1;75;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;3;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050159903201;0522;597,517571426452;050159903201011;05015990320101101
2;50159; 50159903201;1;1;2;33;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;3;1;1;0;0;30;1;1;1;1;1;1;99;99;1;1;1;2;9;13;1;1;5;2; ; ; ; ; ; ; ; ; ;050159903201;0522;619,252717317039;050159903201011;05015990320101102
2;50159; 50159903201;3;1;1;35;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;7;1;0;0;1;30;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050159903201;0522;619,252717317039;050159903201031;05015990320103101
2;50159; 50159903201;5;1;1;34;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2; ; ; ; ;1;1;1;1;1;2;1;2;2;1;5;2;11;13;1;1;3;2; ; ; ; ; ; ; ; ; ;050159903201;0522;597,517571426452;050159903201051;05015990320105101
2;50159; 50159903201;5;1;2;12;1;4;9;1;1;1;1;2;2;2;2;1;15;2;1;1;1;1;1;2;3;2; ; ; ; ;1;1;1;1;1;2;88;2;1;1;5;2;13;13;1;1;3;1; ; ; ; ; ; ; ; ; ;050159903201;0522;863,309163653769;050159903201051;05015990320105102
2;50159; 50159903201;7;1;1;51;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;10;2;13;13;2;1;1;2; ; ; ; ; ; ; ; ; ;050159903201;0522;619,252717317039;050159903201071;05015990320107101
2;50159; 50159903201;7;1;2;45;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;5;2;13;13;1;2;1;1;1;1;2;2;2;2;2;2;2;050159903201;0522;597,517571426452;050159903201071;05015990320107102
2;50159; 50159903201;7;1;3;18;1;8;1; ; ; ; ; ; ;3;3;2; ; ; ; ; ;2; ;2;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;9;8;1;2;1;1;4;1;1;1;1;1;1;1;1;1;2;050159903201;0522;597,517571426452;050159903201071;05015990320107103
2;50159; 50159903201;9;1;1;37;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;5;2;1;0;0;3;0;1;1;1;1;1;1;1;1;2;1;2;8;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;050159903201;0522;619,252717317039;050159903201091;05015990320109101
2;50159; 50159903201;11;1;1;38;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;2;1;2;5;13;13;1;2;2;2; ; ; ; ; ; ; ; ; ;050159903201;0522;619,252717317039;050159903201111;05015990320111101
2;50159; 50159903201;11;1;2;38;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050159903201;0522;597,517571426452;050159903201111;05015990320111102
2;50159; 50159903201;11;1;3;20;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050159903201;0522;597,517571426452;050159903201111;05015990320111103
2;50159; 50159903201;11;1;4;18;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050159903201;0522;597,517571426452;050159903201111;05015990320111104
2;50159; 50159903201;11;1;5;15;1;4;9;1;1;1;1;1;2;1;1;2; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;2;3;1;1;1;1;1;2;2;2;2;2;050159903201;0522;597,517571426452;050159903201111;05015990320111105
2;50159; 50159903201;11;1;6;12;1;4;7;1;1;1;1;1;2;1;1;2; ;1;1;1;2;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;2;2;1; ; ; ; ; ; ; ; ; ;050159903201;0522;863,309163653769;050159903201111;05015990320111106
2;50159; 50159903201;11;1;7;10;1;4;5;1;1;1;1;1;2;1;1;2; ;1;1;1;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;2;2;2; ; ; ; ; ; ; ; ; ;050159903201;0522;863,309163653769;050159903201111;05015990320111107
2;50161; 50161900502;1;1;1;71;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;7;1;0;30;1;0;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;050161900502;0522;535,276157736196;050161900502011;05016190050201101
2;50161; 50161900502;1;1;2;24;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;3;7;1;0;30;0;0;1;1;1;1;1;1;1;2;2;1;1;2;4;5;1;1;15;1;1;1;1;1;2;2;1;2;1;050161900502;0522;535,276157736196;050161900502011;05016190050201102
