area;ciudad;conglomerado;vivienda;hogar;persona;s1p3;s2p1;s2p2a;s2p2b;s2p3;s2p41;s2p42;s2p43;s2p44;s2p45;s2p5;s2p6;s2p7a;s2p7b;s2p8;s2p9;s2p10a;s2p10b;s6p1a;s6p1b;s6p2;s6p3;s6p4;s6p4a;s6p4b;s6p4c;s6p4d;s7p1a;s7p1b;s7p1a1;s7p1b1;s7p1b2;s7p1b3;s7p1b4;s7p1b5;s7p1b6;s7p2;s7p211;s7p212;s7p213;s7p214;s7p3;s7p4;s7p5;s7p6;s7p71;s7p72;s7p73;s7p74;s7p75;s7p76;s7p77;s7p78;s7p79;upm;estrato;fexp;id_hogar;id_per
1;10150; 10150013201;15;1;3;16;1;6;2;1;1;1;1;2;1;1;1;2; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;5;7;1;1;5;1;1;1;1;1;2;2;1;1;2;010150013201;2712;1058,58296869218;010150013201151;01015001320115103
1;10150; 10150013201;15;1;4;14;1;4;10;1;1;1;1;2;2;1;1;2; ;1;2;1;3;2; ;3;2;1;2;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;5;13;1;1;4;1; ; ; ; ; ; ; ; ; ;010150013201;2712;1484,57787966743;010150013201151;01015001320115104
1;10150; 10150013201;15;1;5;20;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;1;3;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;10;13;2;1;7;1;1;1;1;2;2;2;2;1;2;010150013201;2712;1058,58296869218;010150013201151;01015001320115105
1;10150; 10150013201;16;1;1;57;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;1;1;20;0;45;1;1;1;2;1;2;2;2;2;1;2;10;13;13;5;1;0;1;2;2;2;2;2;2;2;2;2;010150013201;2712;1058,58296869218;010150013201161;01015001320116101
1;10150; 10150013201;16;1;2;35;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;4;6;1;0;0;5;0;1;1;1;1;1;1;1;1;1;1;2;7;13;13;2;1;6;1;1;1;1;1;1;1;1;1;2;010150013201;2712;1083,49637080676;010150013201161;01015001320116102
1;10150; 10150014303;1;1;1;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;0;0;2;0;1;1;1;1;1;1;1;1;1;1;1;2;10;13;1;1;1;1;1;1;1;2;2;2;1;2;2;010150014303;2712;1310,26517988662;010150014303011;01015001430301101
1;10150; 10150014303;1;1;2;21;1;8;3; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2; ;3;2;1;0;0;4;0;1;1;1;1;2;1;1;1;1;1;1;2;5;9;1;1;8;2; ; ; ; ; ; ; ; ; ;010150014303;2712;1341,10184009057;010150014303011;01015001430301102
1;10150; 10150014303;1;1;3;15;1;6;1;1;1;1;1;1;1;3;3;2; ; ; ; ; ;2; ;99; ;1;0;0;4;0;2; ; ; ; ; ; ; ; ;1;5;7;9;13;1;1;8;2; ; ; ; ; ; ; ; ; ;010150014303;2712;1310,26517988662;010150014303011;01015001430301103
1;10150; 10150014303;1;1;4;12;1;4;8;1;1;1;1;1;1;3;3;2; ;2;2;2; ;2; ;99; ;1;0;0;0;30;2; ; ; ; ; ; ; ; ;1;1;2;5;9;1;1;5;2; ; ; ; ; ; ; ; ; ;010150014303;2712;1694,13539462427;010150014303011;01015001430301104
1;10150; 10150014303;3;1;1;45;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;1;0;0;3;0;1;1;1;1;1;1;1;1;1;1;1;2;13;13;1;1;5;2; ; ; ; ; ; ; ; ; ;010150014303;2712;1341,10184009057;010150014303031;01015001430303101
1;10150; 10150014303;3;1;2;82;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;010150014303;2712;1310,26517988662;010150014303031;01015001430303102
1;10150; 10150014303;5;1;1;81;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;010150014303;2712;1341,10184009057;010150014303051;01015001430305101
1;10150; 10150014303;5;1;2;73;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;010150014303;2712;1310,26517988662;010150014303051;01015001430305102
1;10150; 10150014303;7;1;1;32;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;10;13;13;1;1;3;2; ; ; ; ; ; ; ; ; ;010150014303;2712;1341,10184009057;010150014303071;01015001430307101
1;10150; 10150014303;7;1;2;29;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;2; ; ; ; ; ; ;1;2;13;13;13;1;1;3;2; ; ; ; ; ; ; ; ; ;010150014303;2712;1310,26517988662;010150014303071;01015001430307102
1;10150; 10150014303;7;1;3;12;1;4;8;1;1;2;1;2;1;1;1;2; ;1;2;2; ;2; ;99; ;1;1;0;0;30;2; ; ; ; ; ; ; ; ;1;1;5;7;9;1;1;4;2; ; ; ; ; ; ; ; ; ;010150014303;2712;1837,54203504834;010150014303071;01015001430307103
1;10150; 10150014303;7;1;4;6;1;4;2;1;1;2;1;2;2;1;1;2; ;1;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;010150014303;2712;1694,13539462427;010150014303071;01015001430307104
1;10150; 10150014303;11;1;1;60;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;2;13;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;010150014303;2712;1310,26517988662;010150014303111;01015001430311101
1;10150; 10150014303;11;1;2;31;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;5;9;1;1;8;2; ; ; ; ; ; ; ; ; ;010150014303;2712;1341,10184009057;010150014303111;01015001430311102
1;10150; 10150014303;11;1;3;31;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;99; ;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;010150014303;2712;1310,26517988662;010150014303111;01015001430311103
1;10150; 10150014303;16;1;1;71;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;3;2; ; ; ; ;1;1;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;010150014303;2712;1310,26517988662;010150014303161;01015001430316101
1;10150; 10150018405;1;1;1;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;2;1;2;7;10;11;1;1;3;1;1;1;1;1;1;2;2;1;2;010150018405;2711;1476,50141622236;010150018405011;01015001840501101
1;10150; 10150018405;1;1;2;35;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;3;7;1;1;3;1;1;1;1;1;2;2;2;1;2;010150018405;2711;1442,55144232655;010150018405011;01015001840501102
1;10150; 10150018405;1;1;3;20;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4;4;1;10;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;3;4;1;1;7;1;1;1;1;1;1;1;2;1;2;010150018405;2711;1476,50141622236;010150018405011;01015001840501103
1;10150; 10150018405;1;1;5;63;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;3;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;2;4;5;10;1;1;1;2; ; ; ; ; ; ; ; ; ;010150018405;2711;1476,50141622236;010150018405011;01015001840501105
1;10150; 10150018405;1;1;6;56;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;2;30;0;0;1;1;1;1;1;1;1;2;2;1;2;10;11;13;1;1;4;1;2;2;1;2;2;2;2;2;2;010150018405;2711;1442,55144232655;010150018405011;01015001840501106
1;10150; 10150018405;5;1;1;54;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;13;13;13;1;2;1;2; ; ; ; ; ; ; ; ; ;010150018405;2711;1476,50141622236;010150018405051;01015001840505101
1;10150; 10150018405;5;1;2;59;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;11;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;010150018405;2711;1442,55144232655;010150018405051;01015001840505102
1;10150; 10150018405;5;1;3;25;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;3;2; ; ; ; ;1;1;1;1;1;1;1;1;2;1;1;2;5;13;1;1;6;1;1;1;1;1;2;2;2;1;2;010150018405;2711;1442,55144232655;010150018405051;01015001840505103
1;10150; 10150018405;5;1;4;24;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;3;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;4;5;10;1;1;8;1;1;1;1;1;2;2;2;1;2;010150018405;2711;1442,55144232655;010150018405051;01015001840505104
1;10150; 10150018405;5;1;5;19;1;8;3; ; ; ; ; ; ;1;1;2; ; ; ; ; ;2; ;2;3;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;4;5;13;1;1;7;1;1;1;1;1;2;2;1;1;2;010150018405;2711;1442,55144232655;010150018405051;01015001840505105
1;10150; 10150018405;7;1;1;50;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;7;10;13;1;1;2;2; ; ; ; ; ; ; ; ; ;010150018405;2711;1476,50141622236;010150018405071;01015001840507101
1;10150; 10150018405;7;1;2;50;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;1;1;2;30;0;0;1;1;1;1;1;1;1;1;2;1;2;10;11;13;1;1;10;1;1;1;1;1;1;2;1;1;2;010150018405;2711;1442,55144232655;010150018405071;01015001840507102
1;10150; 10150018405;7;1;3;20;1;8;3; ; ; ; ; ; ;1;1;2; ; ; ; ; ;1;3;2;3;1;5;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;5;7;1;1;8;1;1;1;1;1;1;1;1;1;2;010150018405;2711;1442,55144232655;010150018405071;01015001840507103
1;10150; 10150018405;9;1;1;62;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;1;2;0;0;0;1;1;1;1;1;1;1;2;2;1;1;2;11;13;1;1;1;2; ; ; ; ; ; ; ; ; ;010150018405;2711;1476,50141622236;010150018405091;01015001840509101
1;10150; 10150018405;9;1;2;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;1;1;2;1;1;1;1;1;1;2;11;13;1;1;1;2; ; ; ; ; ; ; ; ; ;010150018405;2711;1442,55144232655;010150018405091;01015001840509102
1;10150; 10150018405;11;1;1;66;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;3;1;5;0;3;0;1;1;1;1;1;1;1;2;2;1;1;2;3;13;1;1;4;2; ; ; ; ; ; ; ; ; ;010150018405;2711;1442,55144232655;010150018405111;01015001840511101
1;10150; 10150018405;11;1;2;42;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;5;7;1;1;9;1;1;1;1;1;1;2;1;1;2;010150018405;2711;1476,50141622236;010150018405111;01015001840511102
1;10150; 10150018405;11;1;3;39;1;9;2; ; ; ; ; ; ;3;3;2; ; ; ; ; ;1;2;2;1;1;5;0;2;0;1;1;1;1;1;1;1;1;1;1;1;2;5;13;1;1;4;1;1;1;1;2;2;2;1;1;2;010150018405;2711;1442,55144232655;010150018405111;01015001840511103
1;10150; 10150018405;13;1;1;45;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;2;2;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;2;4;10;11;2;1;3;1;1;1;1;1;1;2;1;1;2;010150018405;2711;1442,55144232655;010150018405131;01015001840513101
1;10150; 10150018405;13;1;2;19;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;2;3;1;5;0;0;0;1;1;1;1;1;1;1;2;1;1;2;5;7;13;1;1;4;1;1;1;1;1;1;1;1;1;2;010150018405;2711;1476,50141622236;010150018405131;01015001840513102
1;10150; 10150018405;13;1;3;17;1;6;3;1;1;1;1;1;1;3;3;2; ; ; ; ; ;1;3;2;3;1;5;0;0;0;1;1;1;1;1;1;1;2;1;1;2;5;7;13;1;1;5;1;1;1;1;1;2;2;1;1;2;010150018405;2711;1476,50141622236;010150018405131;01015001840513103
1;10150; 10150024401;1;1;1;18;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;7;2;1;13;1;1;3;2; ; ; ; ; ; ; ; ; ;010150024401;2711;2029,47188209666;010150024401011;01015002440101101
1;10150; 10150024401;1;1;2;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;2;1;1;1;1;2;1;2;13;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;010150024401;2711;2077,23483556773;010150024401011;01015002440101102
1;10150; 10150024401;3;1;1;32;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;2;1;2;13;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;010150024401;2711;2077,23483556773;010150024401031;01015002440103101
1;10150; 10150024401;3;1;2;33;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;2;1;2;2;1;2;13;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;010150024401;2711;2029,47188209666;010150024401031;01015002440103102
1;10150; 10150024401;3;1;3;12;1;4;9;1;1;1;1;1;1;1;1;2; ;1;2;1;3;2; ;3;2;1;3;0;2;0;2; ; ; ; ; ; ; ; ;1;5;2;8;13;1;1;4;1; ; ; ; ; ; ; ; ; ;010150024401;2711;2624,04908611875;010150024401031;01015002440103103
1;10150; 10150024401;3;1;5;18;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;3;0;4;0;1;1;1;1;1;1;1;1;1;1;2;1;7;13;1;1;3;2; ; ; ; ; ; ; ; ; ;010150024401;2711;2029,47188209666;010150024401031;01015002440103105
1;10150; 10150024401;11;1;1;64;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;2;1;1;1;1;12;13;13;13;1;1;7;2; ; ; ; ; ; ; ; ; ;010150024401;2711;2077,23483556773;010150024401111;01015002440111101
1;10150; 10150024401;11;1;2;11;1;4;6;1;2;2;1;2;2;1;1;2; ;1;2;1;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;7;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;010150024401;2711;2846,1718662355;010150024401111;01015002440111102
1;10150; 10150024401;11;1;3;9;1;4;4;1;2;2;1;1;2;1;1;2; ;1;2;1;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;2;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;010150024401;2711;2846,1718662355;010150024401111;01015002440111103
1;10150; 10150024401;11;1;4;8;1;4;2;1;1;1;1;1;1;2;2;2; ;2;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;7;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;010150024401;2711;2846,1718662355;010150024401111;01015002440111104
1;10150; 10150024401;13;1;1;45;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;2;0;1;0;1;1;1;1;2;2;1;2;1;1;1;2;13;13;1;1;3;2; ; ; ; ; ; ; ; ; ;010150024401;2711;2029,47188209666;010150024401131;01015002440113101
1;10150; 10150024401;13;1;2;28;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;1;0;0;0;2; ; ; ; ; ; ; ; ;1;1;10;2;13;1;1;3;2; ; ; ; ; ; ; ; ; ;010150024401;2711;2029,47188209666;010150024401131;01015002440113102
1;10150; 10150024401;13;1;3;27;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;1;1;1;2;0;0;0;1;1;1;1;1;1;1;1;1;1;10;2;1;7;1;1;5;1;1;1;1;1;1;1;1;1;2;010150024401;2711;2077,23483556773;010150024401131;01015002440113103
1;10150; 10150024401;13;1;4;20;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;2;1;2;0;0;0;1;1;1;1;1;1;1;1;1;1;2;5;1;8;1;1;3;1;1;1;1;1;1;1;1;1;2;010150024401;2711;2077,23483556773;010150024401131;01015002440113104
1;10150; 10150024401;13;1;5;14;1;4;10;1;1;1;1;1;1;3;3;1;35;2;2;1;1;1;2;3;2;1;2;0;0;0;1;1;1;1;1;2;1;2;1;1;5;2;13;13;1;1;3;1; ; ; ; ; ; ; ; ; ;010150024401;2711;2846,1718662355;010150024401131;01015002440113105
1;10150; 10150024401;13;1;6;24;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;0;0;2;0;1;1;1;1;1;2;1;2;1;1;10;2;1;8;1;1;2;2; ; ; ; ; ; ; ; ; ;010150024401;2711;2077,23483556773;010150024401131;01015002440113106
1;10150; 10150024401;15;1;1;48;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;3;2; ; ; ; ;1;1;1;2;1;2;1;1;2;1;2;13;8;13;1;1;1;2; ; ; ; ; ; ; ; ; ;010150024401;2711;2077,23483556773;010150024401151;01015002440115101
1;10150; 10150024401;15;1;2;38;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;1;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;10;2;1;13;1;1;6;1;1;1;1;1;1;1;1;1;2;010150024401;2711;2029,47188209666;010150024401151;01015002440115102
1;10150; 10150024401;15;1;3;20;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;1;2; ; ; ; ;1;1;1;1;2;1;1;1;1;1;7;2;13;13;1;1;4;1;1;1;1;1;1;1;1;1;2;010150024401;2711;2077,23483556773;010150024401151;01015002440115103
1;10150; 10150024401;15;1;4;17;1;6;3;1;1;2;1;1;1;2;2;2; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;1;2;1;1;5;2;7;1;1;1;4;1;1;1;1;1;1;1;1;1;2;010150024401;2711;2029,47188209666;010150024401151;01015002440115104
1;10150; 10150024401;15;1;5;8;1;4;3;1;1;1;1;1;1;3;3;2; ;1;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;010150024401;2711;2624,04908611875;010150024401151;01015002440115105
1;10150; 10150024401;15;1;6;5;1;4;1;1;1;1;1;1;1;3;3;2; ;1;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;010150024401;2711;2624,04908611875;010150024401151;01015002440115106
1;10150; 10150024401;16;1;1;58;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;1;10;11;2;13;1;1;1;1;1;1;1;1;2;2;1;1;2;010150024401;2711;2077,23483556773;010150024401161;01015002440116101
1;10150; 10150024401;16;1;2;54;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;010150024401;2711;2029,47188209666;010150024401161;01015002440116102
1;10150; 10150024401;16;1;3;23;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;1;0;0;2;0;1;1;1;1;1;1;1;1;1;1;2;1;7;13;1;1;2;2; ; ; ; ; ; ; ; ; ;010150024401;2711;2077,23483556773;010150024401161;01015002440116103
1;10150; 10150029701;5;1;1;70;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;2; ; ; ; ;1;1;1;1;1;1;2;2;2;1;2;11;13;13;1;1;3;2; ; ; ; ; ; ; ; ; ;010150029701;2712;1593,56575932156;010150029701051;01015002970105101
1;10150; 10150029701;5;1;2;52;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;3;1;3;0;0;0;1;1;1;1;1;1;2;2;2;1;2;9;11;13;1;1;2;2; ; ; ; ; ; ; ; ; ;010150029701;2712;1593,56575932156;010150029701051;01015002970105102
1;10150; 10150029701;5;1;3;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;9;10;1;1;8;1;1;1;1;1;2;2;2;1;2;010150029701;2712;1593,56575932156;010150029701051;01015002970105103
1;10150; 10150029701;5;1;4;58;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;2;1;1;2;1;1;2;9;10;1;1;8;1;1;1;1;2;2;2;1;2;2;010150029701;2712;1593,56575932156;010150029701051;01015002970105104
1;10150; 10150029701;7;1;1;73;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;13;13;13;1;1;3;2; ; ; ; ; ; ; ; ; ;010150029701;2712;1631,06980551555;010150029701071;01015002970107101
1;10150; 10150029701;7;1;2;51;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;11;13;13;1;1;3;2; ; ; ; ; ; ; ; ; ;010150029701;2712;1593,56575932156;010150029701071;01015002970107102
1;10150; 10150029701;9;1;1;68;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;2; ; ; ; ; ; ;1;2;10;13;13;1;1;4;2; ; ; ; ; ; ; ; ; ;010150029701;2712;1631,06980551555;010150029701091;01015002970109101
1;10150; 10150029701;9;1;2;66;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;2;2;1;1;2;9;11;13;1;1;2;2; ; ; ; ; ; ; ; ; ;010150029701;2712;1593,56575932156;010150029701091;01015002970109102
1;10150; 10150029701;9;1;3;30;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;6;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;3;10;1;1;5;2; ; ; ; ; ; ; ; ; ;010150029701;2712;1631,06980551555;010150029701091;01015002970109103
1;10150; 10150029701;11;1;1;49;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;2;7;13;13;1;1;2;2; ; ; ; ; ; ; ; ; ;010150029701;2712;1593,56575932156;010150029701111;01015002970111101
1;10150; 10150029701;11;1;2;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5;6;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;2;13;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;010150029701;2712;1631,06980551555;010150029701111;01015002970111102
1;10150; 10150029701;13;1;1;64;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;1;5;0;2;0;1;1;1;1;2;1;1;1;1;1;1;2;9;11;1;1;5;1;1;1;1;2;2;2;2;2;2;010150029701;2712;1593,56575932156;010150029701131;01015002970113101
1;10150; 10150029701;15;1;1;42;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;3;10;2;1;6;1;1;1;1;1;1;2;1;1;2;010150029701;2712;1631,06980551555;010150029701151;01015002970115101
1;10150; 10150029701;15;1;2;41;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1;1;2; ; ; ; ;1;1;1;1;1;1;1;1;1;1;1;2;10;11;1;1;7;1;1;1;1;1;1;2;1;1;2;010150029701;2712;1593,56575932156;010150029701151;01015002970115102
1;10150; 10150049403;1;1;1;38;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;1;1;0;0;2;0;1;1;1;1;1;1;1;1;2;1;2;3;4;10;1;1;3;2; ; ; ; ; ; ; ; ; ;010150049403;2712;1770,87578884546;010150049403011;01015004940301101
1;10150; 10150049403;1;1;2;32;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2;2;1;0;0;2;0;1;1;1;1;1;1;1;1;1;1;1;2;3;5;1;1;5;1;1;1;1;2;2;2;1;1;2;010150049403;2712;1730,15711012055;010150049403011;01015004940301102
1;10150; 10150049403;1;1;3;10;1;4;6;1;1;1;1;1;1;3;3;2; ;2;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;7;13;13;1;1;4;2; ; ; ; ; ; ; ; ; ;010150049403;2712;2237,04364850001;010150049403011;01015004940301103
1;10150; 10150049403;1;1;4;9;1;4;5;1;1;1;1;1;1;3;3;2; ;2;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1;5;13;13;13;1;1;6;1; ; ; ; ; ; ; ; ; ;010150049403;2712;2426,40685709085;010150049403011;01015004940301104
1;10150; 10150049403;3;1;1;71;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;2;11;13;13;1;1;1;2; ; ; ; ; ; ; ; ; ;010150049403;2712;1730,15711012055;010150049403031;01015004940303101
1;10150; 10150049403;3;1;2;82;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;2;2; ; ; ; ;1;1;1;1;1;1;1;2;2;1;2;11;12;13;1;1;1;1;1;1;1;2;2;2;2;2;2;010150049403;2712;1730,15711012055;010150049403031;01015004940303102
1;10150; 10150049403;5;1;1;56;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;5;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;3;7;1;1;2;2; ; ; ; ; ; ; ; ; ;010150049403;2712;1770,87578884546;010150049403051;01015004940305101
